CODVIA,DESVIA,CIRCOS,MUNICIPIO,PARITA,COLCIV,INIZIO,FINE
52460,VIA RAVENNA,10,2,D,R,1,15
51600,SALITA DELLA PROVVIDENZA,11,1,P,R,24,64
19680,VIA ALLA COSTA DI PINO,19,4,D,N,3,15
28680,VIA GEIRATO,19,4,P,R,2,158
2080,PIAZZA GIOVANNI ANTONIO APROSIO,4,6,D,N,1,17
18720,VIA CONTARDO,13,1,D,N,1,17
51360,VIA PRIANO,4,6,D,R,23,23
3340,VIA ANGELO BAGNARA,8,6,D,N,1,1
13840,VIA PIETRO CASSANELLO,3,7,D,N,1,63
2280,PASSO DELL'ARCHIVOLTO DI STRUPPA,20,4,D,N,3,3
62010,GALLERIA ENZO TORTORA,14,1,P,N,0X,0X
46880,SALITA PROSPERO PERAGALLO,20,4,P,N,2,2
30380,VIA SAN GIULIANO,23,8,P,N,2,30
25300,VIA FIESCHI,14,1,P,N,2,22
58060,VIA SERREA,1,7,D,N,1,33
33380,SALITA SAN LEONARDO,14,1,D,N,9,15
23290,VIA LUIGI BARTOLOMEO DURANTE,2,7,D,N,1,95
32180,CORSO ITALIA,15,8,P,R,2,16
57800,VICO DEL SANTO SEPOLCRO,12,1,P,R,4,14
23460,VIA EDERA,17,3,P,N,4,20
36540,PIAZZA DI SANTA MARIA IN VIA LATA,14,1,P,N,8,12
41140,VIA MORCENTO,14,1,D,N,1,13
54920,PIAZZA RAFFAELE ROSSETTI,15,8,D,R,1,39
34400,VIA LUCCA,23,8,D,N,1,3A
10980,VIA CAMILLO CAMPOSTANO,25,9,P,N,2,4
50340,PASSO A PORTA DELLE CHIAPPE,13,1,P,N,2,14
1040,VIA VITTORIO ALFIERI,9,2,P,R,2,20
28205,VIA EDOARDO GARRONE,7,5,D,N,3,63
27420,VIA GAGGI,25,9,P,N,0X,0X
14180,VICO CASTELLEA,1,7,P,N,4,16
60580,VIA LUCA TARIGO,3,7,D,R,1,17
12100,VIA CAPRERA,24,9,D,R,27,43
17940,VIA COL DI LANA,8,6,D,R,1,19
28680,VIA GEIRATO,19,4,P,N,4,192
56970,VIA REMO SCAPPINI,9,2,D,N,3,41
480,VICO DELL'AGNELLO,12,1,P,N,2,4
39540,VICO DELLE MONACHETTE,12,1,P,R,2,26
46880,SALITA PROSPERO PERAGALLO,20,4,D,N,1,3
38520,VIA MILANO,10,2,D,N,33,63
37580,VIA EMILIO MASSONE,22,8,D,R,5,29A
19920,VIA GIOVANNI COSTANZI,11,1,P,N,38,126
56620,VICO SECONDO SAULI,12,1,D,N,3,7
30400,LARGO SAN GIUSEPPE,14,1,D,N,1,25
34480,VIA LUCCOLI,12,1,P,N,14,32
41130,VIA GIUSEPPE MORASSO,6,5,P,N,22,44
27300,VIA FUNTANIN,24,9,P,N,18,24
44020,VIA ORLANDO,24,9,D,N,5,15
38340,VIA GIOVANNI MIANI,9,2,P,N,2,8
5360,VIA PASQUALE BERGHINI,16,3,P,N,4,244
5940,VIA SAN BIAGIO DI VALPOLCEVERA,7,5,D,N,3,101
33800,SALITA ALDO LI GOBBI,13,1,P,N,10,10
62900,VICO DI UNTORIA,12,1,P,N,8,14
11060,VIA CANASCRA,25,9,D,N,1,1A
48940,VIA GEROLAMO PITTALUGA,9,2,D,R,1,47
8640,VIALE MICHELANGELO BUONARROTI,5,5,D,N,1,51
17700,SALITA MATTEO CIVITALI,3,7,D,N,3,3
61500,PIAZZA TOMMASEO,15,8,P,R,2,44
52540,VIA RAZZARA,3,7,P,N,22,40
43220,VIALE GIANCARLO ODINO,13,1,D,N,1,7
27540,VICO DELLA GALERA,12,1,D,R,3,9
52870,VIA PAOLO REVELLI BEAUMONT,16,3,D,N,1,47
65580,VIA DEGLI ZINGARI,10,2,D,N,1,1
43300,VIA GIO MARIA OLGIATI,4,6,P,R,2,6
47020,VICO PERINO,7,5,D,N,1,1
32960,PIAZZA LAVAGNA,12,1,D,N,1,3
28400,VIA FEDERICO GATTORNO,8,6,P,N,2,16
27640,VIA GIUSEPPE GALLIANO,4,6,D,N,1,23
24280,VIA SUPERIORE FAMEIANO,19,4,P,N,2,2A
55180,PONTE RAFFAELE RUBATTINO,9,2,P,N,0X,0X
9560,VIA CA' DI COSTA,20,4,D,N,1,5
15420,VIA CESAREA,14,1,D,R,1,121
13080,VIA CARROZZINO,16,3,D,N,1,3
7180,VIA BORGO DEGLI INCROCIATI,16,3,D,R,27,109
46860,VICO DEL PEPE,12,1,D,R,1,13
28080,VIA FABIO GARELLI,3,7,P,N,2,18
48000,VIA DELLA PIAZZETTA,22,8,D,R,1,1C
57140,VIA SCIALLA,5,5,D,N,1,1
27640,VIA GIUSEPPE GALLIANO,4,6,P,N,2,16
51840,VIALE QUATTRO NOVEMBRE,14,1,D,R,1,9
30580,VIA GNEO,4,6,D,N,1,25
16860,VIA DAVID CHIOSSONE,12,1,D,N,1,7
25020,PIAZZA DEL FERRO,12,1,D,R,3,39
1220,VIA GIOVANNI AMARENA,16,3,P,N,6,24
5180,VIA BENGASI,4,6,P,N,2,4
62320,VIA TRENSASCO,19,4,D,R,3,31
23940,VICO CHIUSO DEGLI EROI,12,1,P,N,2,2
38000,VIA CIRO MENOTTI,4,6,P,N,2,48
7300,VIA BORZOLI,4,6,D,R,1,159C
63300,VIA VARESE,14,1,P,R,4,4
16440,VIA ALLA CHIESA DI PRA',2,7,P,N,8,8
46520,VIA PELIO,24,9,D,R,1,11
47060,CORSO FERDINANDO MARIA PERRONE,8,6,D,R,1,75
14540,SALITA DI SANTA CATERINA,14,1,D,R,17,41
90170,MERCATO OREGINA E MACULANO,11,1,P,N,0,0
3980,VIA BARCHETTA,6,5,D,N,1,29
35740,VIA MANSUETO,5,5,D,N,1,59
27600,VIA GIUSEPPE GALLESI,7,5,D,R,1,67
25120,VIA DEI FERRUCCI,24,9,P,N,2,14
25960,VIA FONTANA DI TUPOLI,24,9,P,N,2,6
4380,VIA SAN BARTOLOMEO DEL FOSSATO,9,2,P,R,2,222
54160,VIA GIO BATTA ROGGERONE,5,5,P,N,2,14
30520,VIA DEI GIUSTINIANI,12,1,P,R,4,92
21680,VIA EUSTACHIO DEGOLA,9,2,P,N,2,20
28140,VIA GIUSEPPE GARIBALDI,12,1,D,R,1,29
35100,CORSO MAGENTA,13,1,P,R,2,2
35020,VIA DELLA MADRE DI DIO,14,1,P,R,22,30
21960,CALATA ANSALDO DE MARI,12,1,D,N,1,5
14720,PASSO FELICE CAVALLOTTI,23,8,D,N,1,9
45460,PIAZZA PAOLO DA NOVI,15,8,P,N,4,10
22230,VIA GIOVANNI DESCALZO,24,9,P,N,2,20
4340,VIA SAN BARTOLOMEO DEGLI ARMENI,14,1,P,N,2,2H
19860,SALITA COSTA E POGGIO,20,4,D,N,1,37
11900,VICO CAPPELLO,1,7,P,N,0X,0X
2220,LARGO ARCHIMEDE,15,8,P,R,2,10
33040,VICO DEI LAVATOI,12,1,P,R,2,6
47660,VIA PIANDILUCCO,3,7,P,R,2,32
10440,PIAZZETTA DEL CAMPANILE DI SANTA SABINA,12,1,P,N,0X,0X
18980,VICO DIETRO IL CORO DI SAN COSIMO,12,1,D,R,5,29
25200,VIA DOMENICO FIASELLA,14,1,D,R,1,81
38280,PIAZZA DI METELINO,12,1,P,R,4,4
61350,PIAZZETTA DEI TINTORI,12,1,P,N,2,2
35940,PIAZZALE MARASSI,17,3,P,N,2,2
14220,SPIANATA DI CASTELLETTO,13,1,D,N,3,25
30860,VIA GRANARA,3,7,D,R,1,17
18900,PONTE DI CORNIGLIANO,9,2,P,N,0X,0X
960,VIA ALEARDO ALEARDI,5,5,D,N,1,3
40420,VIA DI MONTEMORO,11,1,P,N,6,6
48360,PIAZZETTA SAN PIETRO DI QUINTO,25,9,P,N,2,2
52820,PIAZZALE GIOVANNI BATTISTA RESASCO,18,4,P,N,22,44
51860,VIA CARLO QUESTA,5,5,D,R,1,27
15380,VIA NINO CERVETTO,8,6,D,N,1,39
30700,VIA GORIZIA,24,9,D,N,1,23
13260,VIA ALLA CASA DEI RATTI,17,3,P,N,2,10A
30080,VIA GIOVANNI DA VERAZZANO,20,4,D,N,31,293
12840,VIA CARNIA,5,5,D,N,1,95
6360,PIAZZALE BLIGNY,19,4,P,R,2,20
53010,VIA FEDERICO RICCI,23,8,D,N,1,7
17220,VIA CIMA SAN PANTALEO,18,4,D,N,1,27
54990,LARGO NEVIO ROSSO,4,6,P,N,2,2
39420,VIA AL MOLO GIANO,12,1,P,N,0,46
54240,VIA ROLLINO,4,6,D,N,1,95
19560,VIA ALLA COSTA DI BEGATO,5,5,P,N,2,40
14540,SALITA DI SANTA CATERINA,12,1,P,N,2,10
58300,VIA DEI SESSANTA,8,6,P,R,2,44
21600,PIAZZA RAFFAELE DE FERRARI,14,1,P,R,2,14
11620,VIA AI CANTIERI,1,7,D,N,1,3
44010,VIA ORISTANO,16,3,P,N,4,28
31420,VIA ERNESTO GUALA,1,7,D,N,1,39
5680,SALITA GEROLAMO BERTOLOTTO,20,4,P,N,2,18
3272,BACINO MULTEDO,3,7,P,N,0X,0X
40360,DISCESA A VIA MONTELLO,17,3,P,N,0X,0X
7900,VIA LODOVICO BREA,6,5,P,R,6,10
37600,VIA ANTONIETTA MASSUCCONE MAZZINI,6,5,D,R,1,41
18520,VIA FEDERICO CONFALONIERI,4,6,D,N,1,7
7760,VIA BOZZELLARI,2,7,P,N,2,4
30680,VIA GORGONA,23,8,P,R,2B,16
32120,VIA ARTURO ISSEL,9,2,D,N,1,5
7580,VIALE GIUSEPPE ALBERTO BOTTARO,13,1,D,R,1,15
6880,VIA CARLO BONANNI,10,2,D,N,1,117
29300,VIA SAN GIACOMO,14,1,P,N,18,26
2600,VIA LUDOVICO ARIOSTO,5,5,P,N,2,14
44600,CORSO PAGANINI,13,1,P,N,2,22
34560,VICO DELLA LUNA,12,1,P,N,2,2
54300,VIA ROMAIRONE,7,5,D,N,49,49
54120,VIA SAN ROCCO DI NERVI,25,9,P,N,2,24
56940,VIA ANGELO SCANIGLIA,9,2,P,R,2,12
62280,VIA TREBISONDA,15,8,P,R,2,56
31230,VIA GIOVANNI GRIBODO,17,3,D,N,1,5
55720,VICO DELLA SALUTE,12,1,D,N,1,3
40540,VIA MONTE OLIVETO,3,7,D,N,25,31
5000,CORSO BELVEDERE,9,2,D,R,3,35
7330,VIA LUCIANO BORZONE,22,8,P,N,10,34
21840,PIAZZA GIACOMO DELLA CHIESA,3,7,P,N,2,2
41040,VIA VINCENZO MONTI,3,7,P,R,4,16
49120,VIA ALESSANDRO POERIO,1,7,P,N,2,2
63040,VIA VADO,4,6,P,N,2,42
52900,SCALINATA GIUSEPPE REVERE,1,7,P,N,2,2
16920,VIA CHIUSONE,9,2,P,R,2,26
31880,VICO DEGLI INDORATORI,12,1,D,R,1,81
48340,VIA SAN PIETRO DELLA PORTA,12,1,D,N,21,23
2820,SALITA ROLANDO ASCHERIO,2,7,D,N,3,19
39560,SALITA DELLE MONACHE TURCHINE,12,1,P,N,2,4
3290,VIA ROBERT BADEN POWELL,9,2,P,N,8,42
5640,VIA SANTO BERTELLI,9,2,P,R,2,12
24920,PIAZZA FERRETTO,12,1,P,N,2,2
52805,PASSO REPETTO DESIDERIO,7,5,P,N,0X,0X
32280,VIA GERMANO JORI,5,5,P,R,2,212
63760,VIA VENTI SETTEMBRE,14,1,D,N,1,41
64080,VIA VESUVIO,11,1,D,R,1,105
60280,VIA STRUPPA,20,4,D,R,3,141
64900,SALITA DELLA VISITAZIONE,12,1,D,N,3,5
5460,SALITA DI SAN BERNARDINO,12,1,D,N,3,9
11650,VIA GIACOMO ANTONIO CANZIO,6,5,D,N,1,7
56060,SALITA AL SANTUARIO,4,6,D,R,7,7
63140,VICO DEL VALORE,12,1,D,N,3,3
60880,VIA TECCI,7,5,P,N,2,16
50960,VIA PRA',3,7,P,N,0A,0A
46720,VIA INFERIORE DEI PENCHI,25,9,P,N,2,6
10760,VIA CAMPO DI TIRO,7,5,P,N,2,52
28740,SALITA GEMINIANO,6,5,D,N,1,3
63860,VIA DON GIOVANNI VERITA',1,7,D,R,1,123
31620,VIA BARTOLOMEO GUIDOBONO,13,1,D,R,1,21
41010,SCALINATA GIAN BATTISTA MONTI,9,2,P,N,0X,0X
4920,VIA VINCENZO BELLINI,8,6,D,N,3,7
53660,VIA GIACOMO RIVERA,7,5,P,R,4,6
35880,VIA DELLA MAONA,3,7,D,R,1,145
44260,VICO DELL'ORTO,12,1,P,R,2,40
27660,CORSO GALLIERA,17,3,D,R,89,127
30840,VICO DEL GRANAIO,1,7,D,N,1,3
25860,SALITA DEL FONDACO,12,1,D,R,3,23
20980,LUNGOBISAGNO DALMAZIA,18,4,D,N,1,61
32380,VIA DEL LAGACCIO,11,1,P,R,12,178
26500,PIAZZA DI FOSSATELLO,12,1,P,R,2,12
18340,VICO DELLE COMPERE,12,1,P,N,2,2
21570,VIALE FERRUCCIO DE CERESA,15,8,P,N,0X,0X
48580,VIA LAURA PINELLI,14,1,D,N,1,9
11640,VIA ANTONIO CANTORE,10,2,D,R,1,3
40260,VIA DI MONTEGALLETTO,12,1,P,R,2,16
16360,SALITA ALLA CHIESA DI MONTESIGNANO,19,4,P,N,2,24
43140,VIA GUGLIELMO OBERDAN,25,9,D,R,1C,2531G
40320,CORSO MONTE GRAPPA,16,3,D,R,1,81
5980,VIA BIANCHETTI,11,1,D,R,1,35
32240,PIAZZETTA JACOPO DA VARAGINE,12,1,D,N,1,5
48800,VIALE PIO SETTIMO,24,9,D,N,5,47
34700,VIA GIUSEPPE MACAGGI,14,1,P,N,12,18
26110,VIA FORLI',10,2,D,N,1,25
60300,VIA STUGGIA,5,5,P,R,2,8
28560,VIA GAZ,5,5,P,R,2,16
5040,SCALINATA BELVEDERE,9,2,D,N,1,1
5060,VIA SAN BENEDETTO,10,2,D,R,1,39
15520,PIAZZETTA CARLO CHIAFFARINO,12,1,D,N,1,1
45140,VIA PAMMATONE,14,1,D,N,1,7
61060,VIA TEODOSIA,15,8,P,N,2,2
59040,VIA SOMALIA,23,8,P,N,2,14
24040,CORSO EUROPA,25,9,P,N,1310,1916
20880,VIA GIOVANNI BATTISTA CUSTO,6,5,D,R,1,15
61405,LARGO PAOLO TOLENTINO,24,9,D,N,3,3
51420,VIA PRIARUGGIA,24,9,P,R,12,52
4610,VIA VITTORIO BATTAGLINI,9,2,D,N,7,31
21840,PIAZZA GIACOMO DELLA CHIESA,3,7,D,N,1,3
21600,PIAZZA RAFFAELE DE FERRARI,14,1,D,R,1,11A
20360,VIA CRISTO DI MARMO,5,5,D,N,1,1A
2260,VIA DELL'ARCHIVOLTO,25,9,P,N,2,4
32780,SALITA LA PARTE,20,4,D,N,1,17
53135,VIALE ERMELINDA RIGON,4,6,D,N,9,9
27200,LARGO DELLE FUCINE,14,1,P,N,2,16
25420,VICO DEL FILO,12,1,D,N,1,1
64270,VIA REMIGIO VIGLIERO,6,5,P,N,2,64
17080,VICO CIBEO,9,2,D,N,1,7
64930,PIAZZA VITTIME DI BOLOGNA,5,5,P,N,2,10
28100,VIA GARELLO,5,5,P,N,2,16
15720,MURA DELLE CHIAPPE,13,1,D,N,37,65
60240,VIA EMANUELE STRASSERRA,23,8,P,N,2,6
7980,VICO BRICHETTO,4,6,P,N,6,10
58020,SALITA SERRA RICCO',7,5,D,R,3,11
39960,VIA FRA GIOVANNI ANGELO MONTORSOLI,1,7,P,N,2,26
31260,VICO CHIUSO DEL GRILLO,12,1,P,N,10,10
24080,VIA DELLE FABBRICHE,1,7,P,R,2,72
40020,SALITA DI MONTEBELLO,12,1,D,N,5,17
48960,VICO CHIUSO PITTAMULI,14,1,D,R,5,11
48940,VIA GEROLAMO PITTALUGA,9,2,P,N,2,4
29060,VICO GESU',12,1,P,N,2,2
33800,SALITA ALDO LI GOBBI,13,1,D,R,1,1
16200,VICO ALLA CHIESA DELLE VIGNE,12,1,P,N,2,2
41900,VIA EMANUELE MUZIO,1,7,D,N,1,9
24600,VIA LEONARDO FEA,17,3,D,N,51,137
28620,VIA GAZZO,4,6,D,R,1,11
2260,VIA DELL'ARCHIVOLTO,25,9,D,N,1,7
47420,VIA PIACENZA,18,4,D,R,1,145A
29620,VIA ENRICO HILLYER GIGLIOLI,17,3,D,N,1,93
3480,VIA PIETRO BALESTRAZZI,11,1,D,N,17,23
51980,VICO ANGELO RAFFETTO,9,2,P,N,2,4
41390,STRADA ALDO MORO,15,8,P,N,0X,0X
23440,VIA ELEONORA DUSE,24,9,P,N,54,96
42010,PONTE NAVE ITALIA,12,1,P,N,0X,0X
4100,SALITA DI SAN BARNABA,11,1,P,R,28,28
60000,VIA ALLA STAZIONE DI VOLTRI,1,7,D,N,3,11R
62660,VIA STEFANO TUBINO,3,7,P,N,6,44
28525,VIALE VALENTINO GAVI,15,8,P,N,0X,0X
21780,VIA FABRIZIO DEL CARRETTO,4,6,D,R,1,9
47400,VIA GIULIO PEZZALI,19,4,P,N,2,4
42340,VICO NICOLO' DA CORTE,1,7,D,R,5,5
63085,VIA VAL D'AVETO,19,4,P,N,4,32
60600,VIA AI TARTARI,1,7,P,N,2,14
56180,VIA SAPELLO,2,7,D,R,1,109
50960,VIA PRA',2,7,P,N,2,76
34040,PASSO DELLA LODOLA,11,1,D,N,1,11
27660,CORSO GALLIERA,17,3,D,N,15,21
63080,VIA VAL D'ASTICO,7,5,P,R,2,58
23640,PIAZZA EMBRIACI,12,1,P,R,2,6
33300,PIAZZA LECCAVELA,12,1,P,R,2,6
2360,VIA DEGLI ARDITI,9,2,P,R,2,20
28000,VIALE CARLO GARBIERI,23,8,P,N,2,6
17780,VICO DI COCCAGNA,12,1,D,N,1,7
15740,VICO DELLE CHIAPPE,13,1,P,N,0X,0X
64900,SALITA DELLA VISITAZIONE,12,1,P,R,2,2
43740,VIA OPERAI,9,2,D,N,3,13
41020,VIA GIAN BATTISTA MONTI,9,2,D,N,1,31
36500,PIAZZA DI SANTA MARIA IN PASSIONE,12,1,P,R,2,8
8640,VIALE MICHELANGELO BUONARROTI,5,5,P,R,2,66
51620,VICO DELLA PRUDENZA,12,1,D,N,1,1
29400,VIA GIAFFA,18,4,D,N,1,3
48840,VIA LUIGI PIRANDELLO,23,8,P,R,2,86
22680,CORSO DOGALI,13,1,D,N,1I,17
8960,VIA FRANCESCA SAVERIA CABRINI,13,1,D,R,1,25
33500,VICO DELLA LEPRE,12,1,D,R,1,17
48160,VIA PIER DOMENICO DA BISSONE,4,6,D,N,3,9
48400,VICO PIEVE DI SAN MARTINO,9,2,D,N,1,5
54780,PIAZZA INFERIORE DEL ROSO,12,1,P,N,4,6
50180,VIA PONTINI,23,8,P,N,2,14
65640,VIA ZOAGLI,24,9,P,N,6,32
64060,VIA AMERIGO VESPUCCI,3,7,P,N,2,62
51600,SALITA DELLA PROVVIDENZA,12,1,D,R,3,35
42940,SALITA NUOVA DI NOSTRA SIGNORA DEL MONTE,16,3,P,R,2,42
34420,VIA LUCCHI,25,9,P,N,2,34
33320,VIA LEMERLE,1,7,P,R,6,44
4340,VIA SAN BARTOLOMEO DEGLI ARMENI,14,1,P,R,2,2
18480,VICO CONDINO,3,7,P,N,2,12
9740,VICO CHIUSO CAFFA,15,8,D,R,5,5
55120,VIA ROVERETO,2,7,P,N,2A,14
11480,VICO CANNONI,12,1,D,N,1,5
51560,VIA PRORATADO,3,7,D,N,1,19
39980,VIA DEL MONTE,17,3,P,N,36,94
69593,""GIARDINI TINA BERTOLOTTO """"ALBA"""""",3,7,P,N,0X,0X
7700,VIA BOTTINI,24,9,P,N,2,44
69573,CALATA SALUMI,12,1,P,N,0X,0X
40460,VIA SUPERIORE DI MONTEMORO,11,1,D,N,3,3
8540,VIA INFERIORE BUDULLI,7,5,D,N,1C,21A
39660,VIA MONFENERA,6,5,D,R,1,9
53960,SALITA INFERIORE SAN ROCCHINO,13,1,D,N,1,21
40920,VICO MONTEVERDE,1,7,D,R,1,27
5360,VIA PASQUALE BERGHINI,17,3,D,N,181,181
50880,VIA FRANCESCO POZZO,23,8,D,N,7,35
29460,VICO GIANNINI,12,1,D,N,1,3
50640,TRAVERSA DEI PORTICI,4,6,P,R,2,8
51060,PIAZZA GIOVANNI PRATI,1,7,P,R,2,2
39260,VIA MOLINI DI CIMA,18,4,D,N,1,1
62870,VIA GIUSEPPE UNGARETTI,3,7,P,N,26S,108
51940,VIA RACHERO,25,9,D,N,3,7
16140,PIAZZA CHIESA DELL'ACQUASANTA,1,7,P,N,2,10
43460,VIA FRATE OLIVERIO,12,1,P,N,4,4
45140,VIA PAMMATONE,14,1,D,R,1,13
55820,VICO CHIUSO DI SAN SALVATORE,12,1,P,N,6,10
21060,VIA ALFREDO D'ANDRADE,4,6,P,N,2,34
8100,ARCHIVOLTO DI SANTA BRIGIDA,12,1,P,R,2,2
20160,VIA GIUSEPPE MARIA CRESPI,23,8,D,R,5,17
47220,VIA PESCETTO,18,4,P,N,2,6
52680,VIA URBANO RELA,9,2,D,R,1,69
46480,VIA ANTICA ROMANA DI PEGLI,3,7,D,R,1,105
23000,VICO DORA,12,1,P,R,2,4
29460,VICO GIANNINI,12,1,P,N,2,6
56940,VIA ANGELO SCANIGLIA,9,2,P,N,2,4
51880,VIA QUINTO,25,9,D,N,3,7
1400,VIA AMMARENGO,17,3,D,N,1,9
34220,VIA NICOLA LORENZI,8,6,P,N,2,8
37040,VIA GIAMBATTISTA MARSANO,16,3,D,N,1,3
9940,VIA CALATAFIMI,13,1,D,N,1,9
35280,VIA GIUSEPPE MAJORANA,25,9,D,R,1,93
33040,VICO DEI LAVATOI,12,1,D,N,11,11
5360,VIA PASQUALE BERGHINI,21,9,P,N,284,284
23288,PIAZZALE LUIGI DURAND DE LA PENNE,12,1,P,N,2,4
32520,VIA DEI LAMINATOI,8,6,P,N,2,50
23240,PIAZZA DUCA DEGLI ABRUZZI,25,9,P,N,2,10
54820,VICO INFERIORE DEL ROSO,12,1,P,R,4,14
32540,VIA GIOVAN BATTISTA LANATA,13,1,P,N,2,4
28860,VIA DEI GEROLAMI,25,9,D,N,3,5
11320,VIA CANEVA,5,5,P,N,2,18
960,VIA ALEARDO ALEARDI,5,5,P,R,2,10
840,PIAZZA ALBERTINA,4,6,P,R,2,20
43300,VIA GIO MARIA OLGIATI,4,6,D,N,5,7
800,VIA ARIBERTO ALBERTAZZI,10,2,D,R,3,7
46340,VIA PAVIA,3,7,P,N,4,6
42120,VIA PIERINO NEGROTTO CAMBIASO,5,5,D,N,1,253
24960,VIA ALLA FERRIERA DI PONTEDECIMO,7,5,P,N,2,2
2960,VIALE ASPROMONTE,14,1,D,R,1,27
40000,VIA MONTE BALDO,25,9,P,N,4,36
23900,VIA ERITREA,23,8,D,N,1,13
47380,PIAZZA ERRICO PETRELLA,5,5,D,N,1,5
55000,VIA PIETRO ROSTAN,3,7,P,R,2,14
17340,VICO DELLE CINQUE LAMPADI,12,1,D,R,1,13
2960,VIALE ASPROMONTE,14,1,D,N,1,31
7280,VIA PIETRO BORSIERI,5,5,P,R,8,20
38200,LARGO AUGUSTO MERLO,17,3,P,N,50,64
39640,VIA MONFALCONE,4,6,D,R,1,19
2360,VIA DEGLI ARDITI,9,2,D,N,1,1
2340,VIA FRANCESCO ARDINI,24,9,P,N,18,22
54320,VIA FELICE ROMANI,13,1,P,N,8,14
13240,VIA DELLE CASACCIE,14,1,D,N,1,73
7060,VIA GEROLAMO BORDONE,8,6,P,N,2,12
48520,VIA IPPOLITO PINDEMONTE,5,5,D,N,1,1
30300,VIA GIROLAMO DA SANTO STEFANO,4,6,P,N,2,4
64380,CALATA SIMONE VIGNOSO,12,1,D,N,5,5
24690,RAMPA SILVIO FELLNER,13,1,P,N,0X,0X
39200,VIA MOLINETTO DI VOLTRI,1,7,D,N,1,39
55440,VICO SUPERIORE DI SANTA SABINA,12,1,P,R,6,24
4400,VIA SAN BARTOLOMEO DELLA CERTOSA,5,5,D,R,1,31
48220,PASSO DI PIETRAMINUTA,12,1,P,N,0,0
200,VIA ACQUARONE,13,1,D,R,1,51
34180,VIA SOFIA LOMELLINI,14,1,P,N,2,14
55460,VIA SABOTINO,3,7,P,N,2,14
13860,SALITA CASSINELLE,4,6,P,N,4,14
12900,VIA GIOVANNI BATTISTA CARPANETO,9,2,P,N,6,14
25320,SALITA DELLE FIESCHINE,13,1,P,N,12,16
1060,VIA ALGHERO,14,1,P,R,2,2
7980,VICO BRICHETTO,4,6,D,N,1,5
14460,VIA ALFREDO CATALANI,4,6,P,N,2,10
34920,VIA MADONNA DELLE VIGNE,7,5,D,N,1,49
26360,VIA FORTE DI SAN MARTINO,22,8,P,N,14,18
4900,VIA SUPERIORE BEGATO,5,5,P,N,2,32
33920,VIA ALBERTO LIRI,23,8,D,N,7,35
26460,VIA UGO FOSCOLO,14,1,P,N,2,6
47640,VIA PIAN DI FORNO,4,6,P,N,22,46
6380,VIA BOBBIO,17,3,P,N,2,2
10180,VIA LUCA CAMBIASO,16,3,P,N,6,8
6300,VIA NINO BIXIO,14,1,D,N,1,5
45440,VICO DI SAN PAOLO,12,1,P,R,2,10
18020,VIA DEL COLLE,12,1,P,R,40,110
38740,VIA CARLO DALMAZIO MINORETTI,22,8,D,N,1,17
19620,VIA ALLA COSTA DI CHIAPPETO,22,8,D,N,1,27
33940,VIA LIVELLO,21,9,D,N,1,25
33160,VIA LAVIOSA,3,7,P,N,8,36
16160,VICO DELLA CHIESA DELLA MADDALENA,12,1,D,N,9,9
19930,VIA COSTA VERDE,5,5,P,N,2,6
36040,VIA LUIGI MARCHELLI,4,6,P,N,2,2
12020,SALITA CAPPUCCINI DI CAMPI,8,6,P,N,2,2
56700,VICO DEI SAVIGNONE,2,7,P,N,2,2
11180,VIALE CARLO CANEPA,4,6,D,N,1,21
30940,VICO GRANDIS,9,2,P,N,2,2
46940,VIA PERASSO,24,9,P,N,6,30
6080,VIA GIACOMO BIGA,17,3,D,N,1,27
14840,VICO DELLE CAVIGLIERE,12,1,D,R,1,5
57940,VIA SERRA DI MUSANEGO,25,9,D,N,17,27
9160,SALITA CA' DEI BAGHINI,20,4,P,N,2,44
64160,VIA ANTONIO VIACAVA,1,7,P,N,2,16
48140,VIA SAN PIER D'ARENA,9,2,D,N,1,115
44900,VIA PALESTRO,13,1,P,R,14,64
48240,SALITA A PIETRAMINUTA,12,1,P,N,2B,18
15600,VIA DELLE CHIAPPARE,25,9,P,N,10,10
18720,VIA CONTARDO,13,1,P,N,2,8
16000,VIA CHIARAMONE,1,7,D,N,3,43
7100,VIA FRANCESCO SAVERIO BORGHERO,24,9,D,N,1,9
25320,SALITA DELLE FIESCHINE,14,1,P,N,2,6
63060,VIA VAL CISMON,25,9,D,N,1,11
51480,SALITA DEL PRIONE,12,1,D,R,7,55
23540,PIAZZA SANT'ELENA,12,1,P,N,4,4
36480,PIAZZA SANTA MARIA IMMACOLATA,3,7,D,N,1,3
9120,VIA CADAVALLE,20,4,D,N,1,3
6270,VIA CESARE LEOPOLDO BIXIO,3,7,D,N,1,1
30160,PIAZZETTA DI SAN GIOVANNI IL VECCHIO,12,1,P,N,2,4
55130,VIA GAETANO ROVERETO,18,4,P,N,0X,0X
12920,VIA CARPENARA,3,7,P,N,2,102
60680,VIA TORQUATO TASSO,5,5,D,N,1,1
8720,VIA BURATELLA,21,9,P,N,2,50
29300,VIA SAN GIACOMO,14,1,P,R,16,16
44510,LARGO RICCARDO PACIFICI,13,1,D,N,1,5
43700,VIA GIACOMO ONETO,8,6,P,R,2,16
50220,VIA PORCILE,6,5,D,R,3,23
21420,VIA PRETE NICOLO' DASTE,9,2,P,R,2,126
60280,VIA STRUPPA,20,4,P,N,2,308
20080,VIA CRAVASCO,1,7,D,N,85,97
